Continent,Week,mean,std,min,max
America,03/04/2022 - 09/04/2022,2033.6,6026.818980439724,0,44550
America,10/04/2022 - 16/04/2022,2365.6,8419.650439135901,0,73178
America,17/04/2022 - 23/04/2022,2180.8114285714287,7948.490881407783,-11193,56068
America,24/04/2022 - 30/04/2022,2694.2114285714288,10963.755235198383,0,88576
America,01/05/2022 - 07/05/2022,2921.594285714286,11817.488266152703,0,89812
America,08/05/2022 - 14/05/2022,3529.6857142857143,16534.469504733308,-400,129052
America,15/05/2022 - 21/05/2022,4312.931428571429,19482.072636494857,0,161021
America,22/05/2022 - 28/05/2022,5531.965714285714,26126.92764727943,-1556,203833
America,29/05/2022 - 04/06/2022,5131.754285714285,24311.78145224669,0,210740
America,05/06/2022 - 11/06/2022,5712.4457142857145,26520.82632912307,0,228723
America,12/06/2022 - 18/06/2022,5260.5028571428575,23875.771881095192,0,198599
America,19/06/2022 - 25/06/2022,5711.36,24024.202379420552,0,184888
America,26/06/2022 - 02/07/2022,5635.5257142857145,22622.270335828885,0,185360
America,03/07/2022 - 09/07/2022,6470.651428571428,26604.800426936305,0,189893
America,10/07/2022 - 16/07/2022,6610.365714285715,24862.2959632982,0,200404
America,17/07/2022 - 23/07/2022,8229.26857142857,30241.4139862412,0,204317
America,24/07/2022 - 30/07/2022,8302.685714285713,28287.239487345705,0,216403
America,31/07/2022 - 06/08/2022,7788.154285714286,31078.531082504094,0,239777
America,07/08/2022 - 13/08/2022,6920.017142857143,26739.468766263915,-10552,200399
America,14/08/2022 - 20/08/2022,6420.4857142857145,25598.313323759165,0,196479
America,21/08/2022 - 27/08/2022,4846.765714285714,19915.06334402477,0,149128
America,28/08/2022 - 03/09/2022,5091.12,21713.48022112308,0,151689
America,04/09/2022 - 10/09/2022,3995.16,18646.87173134028,0,154220
America,11/09/2022 - 17/09/2022,3471.0285714285715,16846.258994458512,0,123971
America,18/09/2022 - 24/09/2022,2720.64,13361.428334136881,-141,103201
America,25/09/2022 - 01/10/2022,2881.1828571428573,13225.09836309347,0,98364
America,02/10/2022 - 08/10/2022,2290.405714285714,10980.782215242589,0,86545
America,09/10/2022 - 15/10/2022,2118.6457142857143,9740.072251860423,0,71377
America,16/10/2022 - 22/10/2022,1852.5657142857142,8614.86895684695,-1908,64701
America,23/10/2022 - 29/10/2022,1908.7428571428572,8403.588688607422,0,60699
America,30/10/2022 - 05/11/2022,1948.2342857142858,8584.075063608678,0,71540
America,06/11/2022 - 12/11/2022,2086.0,9614.392057934716,-111,74039
America,13/11/2022 - 19/11/2022,1957.4914285714285,9719.920235747513,-229,97325
America,20/11/2022 - 26/11/2022,2285.3771428571426,10401.105130028798,-1301,84748
America,27/11/2022 - 03/12/2022,2063.28,10363.70559124819,-267,113440
America,04/12/2022 - 10/12/2022,3597.7771428571427,14435.021481597701,0,113012
America,11/12/2022 - 17/12/2022,3615.285714285714,16057.475555181596,-270,145440
America,18/12/2022 - 24/12/2022,3750.9714285714285,16699.915274211595,0,148168
America,25/12/2022 - 31/12/2022,3595.5485714285714,18793.706629953078,-65286,182123
America,01/01/2023 - 07/01/2023,3649.3314285714287,15953.016365734284,0,113344
America,08/01/2023 - 14/01/2023,4139.942857142857,20362.418544876145,-1029,198116
America,15/01/2023 - 21/01/2023,2925.6114285714284,14046.575125495554,0,139618
America,22/01/2023 - 28/01/2023,2667.8285714285716,13728.830216313925,0,128630
America,29/01/2023 - 04/02/2023,2048.5714285714284,10332.488508343045,-1524,102308
America,05/02/2023 - 11/02/2023,2216.52,12001.975396719003,-44,116509
America,12/02/2023 - 18/02/2023,1723.4171428571428,9641.764251251734,0,83517
America,19/02/2023 - 25/02/2023,1943.0857142857142,9748.25606145721,0,89007
America,26/02/2023 - 04/03/2023,1729.72,10418.076124951636,-134,110163
America,05/03/2023 - 11/03/2023,1835.3885714285714,9787.104803482558,-3862,90417
America,12/03/2023 - 18/03/2023,1968.95,8694.952810177416,0,64861
Asia,26/01/2020 - 01/02/2020,1.9519230769230769,5.541335942970824,0,33
Asia,02/02/2020 - 08/02/2020,4.851648351648351,15.518834485465147,0,99
Asia,09/02/2020 - 15/02/2020,4.8791208791208796,14.693806839749561,0,93
Asia,16/02/2020 - 22/02/2020,2.197802197802198,5.7300598865282,0,42
Asia,23/02/2020 - 29/02/2020,4.164835164835165,22.90203191847349,0,229
Asia,01/03/2020 - 07/03/2020,18.675824175824175,96.33493235221546,0,813
Asia,08/03/2020 - 14/03/2020,22.791208791208792,103.49617832467305,0,851
Asia,15/03/2020 - 21/03/2020,13.521978021978022,31.35216225133074,-28,242
Asia,22/03/2020 - 28/03/2020,36.57142857142857,64.22098293219,0,566
Asia,29/03/2020 - 04/04/2020,105.96153846153847,275.27405461171134,0,2069
Asia,05/04/2020 - 11/04/2020,192.57692307692307,511.0952837561437,0,3135
Asia,12/04/2020 - 18/04/2020,296.6978021978022,864.7809749822644,0,5138
Asia,19/04/2020 - 25/04/2020,398.15934065934067,1090.3984126121918,0,6060
Asia,26/04/2020 - 02/05/2020,430.0164835164835,1227.382231977146,0,6361
Asia,03/05/2020 - 09/05/2020,451.2802197802198,1555.2222464844604,0,10633
Asia,10/05/2020 - 16/05/2020,552.2582417582418,2073.111690699278,0,11231
Asia,17/05/2020 - 23/05/2020,527.7637362637363,1992.165512716976,0,11656
Asia,24/05/2020 - 30/05/2020,457.66483516483515,1725.4481787149195,0,9434
Asia,31/05/2020 - 06/06/2020,462.3076923076923,1686.978699130999,0,9268
Asia,07/06/2020 - 13/06/2020,464.2802197802198,1680.0760189141258,0,8971
Asia,14/06/2020 - 20/06/2020,488.72527472527474,1685.7199492541638,0,8970
Asia,21/06/2020 - 27/06/2020,465.96153846153845,1539.9422008432496,0,8241
Asia,28/06/2020 - 04/07/2020,453.0989010989011,1384.6106982631045,0,7586
Asia,05/07/2020 - 11/07/2020,478.2692307692308,1321.8442578577287,0,6752
Asia,12/07/2020 - 18/07/2020,517.6923076923077,1322.6698989953832,0,6623
Asia,19/07/2020 - 25/07/2020,519.2252747252747,1283.9254159929997,0,6511
Asia,26/07/2020 - 01/08/2020,534.0054945054945,1210.933229894391,-2,5901
Asia,02/08/2020 - 08/08/2020,588.9175824175824,1276.96189814043,0,5607
Asia,09/08/2020 - 15/08/2020,619.8516483516484,1286.4371824069128,-2,6263
Asia,16/08/2020 - 22/08/2020,626.3681318681319,1331.4475534121118,0,6725
Asia,23/08/2020 - 29/08/2020,608.2472527472528,1238.853867645071,0,4884
Asia,30/08/2020 - 05/09/2020,639.2527472527472,1269.1793719988234,0,5197
Asia,06/09/2020 - 12/09/2020,648.5494505494505,1269.5401939958292,0,5144
Asia,13/09/2020 - 19/09/2020,749.2747252747253,1451.851072723614,0,5421
Asia,20/09/2020 - 26/09/2020,832.1648351648352,1626.6748938396745,0,6043
Asia,27/09/2020 - 03/10/2020,926.1153846153846,1933.9880340618977,0,8390
Asia,04/10/2020 - 10/10/2020,962.8901098901099,2134.8236303284702,0,10376
Asia,11/10/2020 - 17/10/2020,1033.1208791208792,2456.9276274491644,0,13442
Asia,18/10/2020 - 24/10/2020,1073.3131868131868,2807.61294095785,0,14937
Asia,25/10/2020 - 31/10/2020,1151.3406593406594,3147.440535976646,0,17077
Asia,01/11/2020 - 07/11/2020,1183.8461538461538,3350.673308845468,0,18381
Asia,08/11/2020 - 14/11/2020,1330.3846153846155,3758.3379959947324,0,20368
Asia,15/11/2020 - 21/11/2020,1482.2692307692307,4157.388640520609,0,22441
Asia,22/11/2020 - 28/11/2020,1670.6208791208792,4522.58728867117,0,24538
Asia,29/11/2020 - 05/12/2020,2540.8516483516482,7031.274193915702,0,44506
Asia,06/12/2020 - 12/12/2020,2980.434065934066,7780.261341712912,0,32736
Asia,13/12/2020 - 19/12/2020,7352.417582417583,61261.2362025305,0,823225
Asia,20/12/2020 - 26/12/2020,2889.21978021978,7209.951256610582,0,32102
Asia,27/12/2020 - 02/01/2021,2636.2087912087914,6303.196363604289,0,29499
Asia,03/01/2021 - 09/01/2021,2510.7912087912086,5665.182815395809,0,27363
Asia,10/01/2021 - 16/01/2021,2662.065934065934,5250.369078954539,0,23955
Asia,17/01/2021 - 23/01/2021,2715.703296703297,5274.310863302571,0,24303
Asia,24/01/2021 - 30/01/2021,2380.956043956044,4754.1270896766655,0,22509
Asia,31/01/2021 - 06/02/2021,2303.120879120879,4447.722687098378,0,18999
Asia,07/02/2021 - 13/02/2021,2133.043956043956,4051.4951647361486,0,17391
Asia,14/02/2021 - 20/02/2021,1798.857142857143,3491.3033361488297,0,15701
Asia,21/02/2021 - 27/02/2021,1649.5384615384614,3232.1943653870208,0,13999
Asia,28/02/2021 - 06/03/2021,1630.9945054945056,3091.741161353813,0,12455
Asia,07/03/2021 - 13/03/2021,1629.2252747252746,3129.251905872612,0,11837
Asia,14/03/2021 - 20/03/2021,1678.8186813186812,3350.0037676374322,0,15082
Asia,21/03/2021 - 27/03/2021,1900.2472527472528,4182.233891085457,0,21061
Asia,28/03/2021 - 03/04/2021,2281.978021978022,5703.583623846539,0,30021
Asia,04/04/2021 - 10/04/2021,2848.653846153846,7936.324032936069,0,44756
Asia,11/04/2021 - 17/04/2021,3315.3516483516482,10080.819529928967,0,55941
Asia,18/04/2021 - 24/04/2021,3765.1373626373625,11585.197253431501,-53,63082
Asia,25/04/2021 - 01/05/2021,3466.6153846153848,10120.046400292409,0,61967
Asia,02/05/2021 - 08/05/2021,2822.7417582417584,7016.238260687331,0,43301
Asia,09/05/2021 - 15/05/2021,2259.8241758241757,4715.516482069803,0,28997
Asia,16/05/2021 - 22/05/2021,1862.4615384615386,3140.88647024284,0,14497
Asia,23/05/2021 - 29/05/2021,1901.532967032967,2961.47278697069,0,11937
Asia,30/05/2021 - 05/06/2021,1920.60989010989,2903.5095921911206,0,9558
Asia,06/06/2021 - 12/06/2021,1772.2527472527472,2740.6201967506754,0,9369
Asia,13/06/2021 - 19/06/2021,1808.642857142857,3093.7508460053214,0,14561
Asia,20/06/2021 - 26/06/2021,2062.285714285714,3826.067791694969,0,17679
Asia,27/06/2021 - 03/07/2021,2436.1923076923076,5019.297941414902,0,21342
Asia,04/07/2021 - 10/07/2021,2929.7087912087914,6245.703036287536,-1,27913
Asia,11/07/2021 - 17/07/2021,3642.0164835164837,7997.396655469841,0,38391
Asia,18/07/2021 - 24/07/2021,4646.208791208791,10594.533486731221,0,56757
Asia,25/07/2021 - 31/07/2021,4895.978021978022,9372.757634123618,0,49509
Asia,01/08/2021 - 07/08/2021,5802.565934065934,9743.701497728885,0,47791
Asia,08/08/2021 - 14/08/2021,6191.346153846154,9492.207019180796,0,39532
Asia,15/08/2021 - 21/08/2021,6377.280219780219,9065.475412018111,0,32081
Asia,22/08/2021 - 28/08/2021,6318.879120879121,8547.120122833612,0,25992
Asia,29/08/2021 - 04/09/2021,6161.038461538462,8219.977291149948,0,25038
Asia,05/09/2021 - 11/09/2021,5745.10989010989,7775.612752604462,-1,23946
Asia,12/09/2021 - 18/09/2021,5452.17032967033,7735.963710413754,0,27887
Asia,19/09/2021 - 25/09/2021,5175.917582417583,7678.21554565548,0,28224
Asia,26/09/2021 - 02/10/2021,4871.406593406594,7473.444089039569,0,29338
Asia,03/10/2021 - 09/10/2021,4480.318681318681,7427.347469202438,0,29386
Asia,10/10/2021 - 16/10/2021,4227.763736263736,7599.705787719228,-23,30438
Asia,17/10/2021 - 23/10/2021,4188.489010989011,8064.650006784099,0,33860
Asia,24/10/2021 - 30/10/2021,4057.8571428571427,8371.294731535949,0,36728
Asia,31/10/2021 - 06/11/2021,4136.7967032967035,8711.196681999278,0,39931
Asia,07/11/2021 - 13/11/2021,4109.785714285715,9005.865070722522,0,40210
Asia,14/11/2021 - 20/11/2021,3920.5934065934066,8580.303207791427,0,39584
Asia,21/11/2021 - 27/11/2021,3762.0494505494507,8082.340979241313,0,37210
Asia,28/11/2021 - 04/12/2021,3894.1923076923076,8349.286625916517,-1149,39132
Asia,05/12/2021 - 11/12/2021,3627.120879120879,7611.382722385825,0,33170
Asia,12/12/2021 - 18/12/2021,3455.8296703296705,7152.331903366227,-18,31569
Asia,19/12/2021 - 25/12/2021,3365.769230769231,7087.282169007834,0,34062
Asia,26/12/2021 - 01/01/2022,3107.065934065934,6451.880915182409,-11,26744
Asia,02/01/2022 - 08/01/2022,3816.4505494505493,7994.817640872167,0,40786
Asia,09/01/2022 - 15/01/2022,6290.626373626374,12677.057670674178,0,68413
Asia,16/01/2022 - 22/01/2022,9217.84065934066,16716.931078284906,0,80523
Asia,23/01/2022 - 29/01/2022,12053.725274725275,25402.565109770963,0,243295
Asia,30/01/2022 - 05/02/2022,17168.9010989011,31116.621851314096,0,212234
Asia,06/02/2022 - 12/02/2022,20642.582417582416,37840.53027514572,0,178616
Asia,13/02/2022 - 19/02/2022,23339.994505494506,42048.290311450146,0,202211
Asia,20/02/2022 - 26/02/2022,24730.03846153846,41488.812231755044,0,178785
Asia,27/02/2022 - 05/03/2022,25974.076923076922,41983.79049378574,0,171448
Asia,06/03/2022 - 12/03/2022,29397.60989010989,53853.464080976315,0,266838
Asia,13/03/2022 - 19/03/2022,31892.335164835164,76583.82372423082,-343,454212
Asia,20/03/2022 - 26/03/2022,33270.46703296703,91874.31604373679,0,621317
Asia,27/03/2022 - 02/04/2022,25820.071428571428,73088.1048138626,0,490707
Asia,03/04/2022 - 09/04/2022,21524.423076923078,61573.77983620346,0,424528
Asia,10/04/2022 - 16/04/2022,15033.675824175823,42178.83733546572,0,286243
Asia,17/04/2022 - 23/04/2022,10696.73076923077,29281.963758548507,0,210676
Asia,24/04/2022 - 30/04/2022,7548.582417582417,18408.695593059307,-589,118445
Asia,01/05/2022 - 07/05/2022,5651.5329670329675,14184.315608372257,0,107990
Asia,08/05/2022 - 14/05/2022,4414.32967032967,10389.221118482757,0,51020
Asia,15/05/2022 - 21/05/2022,6565.263736263736,18253.379699370627,0,128954
Asia,22/05/2022 - 28/05/2022,6130.247252747253,16870.0831009677,-9342,89420
Asia,29/05/2022 - 04/06/2022,5715.423076923077,16585.109217585625,0,94796
Asia,05/06/2022 - 11/06/2022,4727.928571428572,14502.087775029113,0,88248
Asia,12/06/2022 - 18/06/2022,4352.1648351648355,13740.508188036456,-2,82990
Asia,19/06/2022 - 25/06/2022,4015.5164835164837,11334.371520021321,0,68931
Asia,26/06/2022 - 02/07/2022,3815.7252747252746,9196.09007002665,0,56366
Asia,03/07/2022 - 09/07/2022,4252.192307692308,8419.359661307968,0,44417
Asia,10/07/2022 - 16/07/2022,5466.747252747253,11305.892375211006,0,57113
Asia,17/07/2022 - 23/07/2022,8289.082417582418,20760.497003780965,0,117095
Asia,24/07/2022 - 30/07/2022,12335.214285714286,36306.27972671824,0,226532
Asia,31/07/2022 - 06/08/2022,15767.263736263736,48940.920687746715,0,365424
Asia,07/08/2022 - 13/08/2022,20450.604395604394,61877.45654486307,0,406322
Asia,14/08/2022 - 20/08/2022,15470.434065934065,44475.5098546677,0,250288
Asia,21/08/2022 - 27/08/2022,18632.434065934067,52351.25057510467,0,260999
Asia,28/08/2022 - 03/09/2022,15065.45054945055,42376.58292218149,-464,243490
Asia,04/09/2022 - 10/09/2022,12964.615384615385,31523.197344552944,0,169508
Asia,11/09/2022 - 17/09/2022,10510.697802197803,24575.54122202979,0,129782
Asia,18/09/2022 - 24/09/2022,9742.774725274725,23029.50401652874,0,165336
Asia,25/09/2022 - 01/10/2022,7646.549450549451,16340.156953852875,0,77373
Asia,02/10/2022 - 08/10/2022,6312.571428571428,13473.296488549133,-108,49979
Asia,09/10/2022 - 15/10/2022,5427.5989010989015,11643.302503189216,0,54874
Asia,16/10/2022 - 22/10/2022,5304.741758241758,11385.145057603193,0,53374
Asia,23/10/2022 - 29/10/2022,4946.565934065934,10629.406036510174,0,44854
Asia,30/10/2022 - 05/11/2022,5283.697802197802,11826.942921779188,0,50294
Asia,06/11/2022 - 12/11/2022,5973.549450549451,14711.932010291568,0,74170
Asia,13/11/2022 - 19/11/2022,6588.104395604396,17227.41452385954,0,87410
Asia,20/11/2022 - 26/11/2022,7105.274725274725,19319.668709950245,0,107702
Asia,27/11/2022 - 03/12/2022,7802.483516483517,22467.934450994868,0,133361
Asia,04/12/2022 - 10/12/2022,7904.373626373626,23316.084973456975,0,138396
Asia,11/12/2022 - 17/12/2022,8790.016483516483,26419.118831415555,0,149383
Asia,18/12/2022 - 24/12/2022,10088.901098901099,31980.57791314399,-1,190607
Asia,25/12/2022 - 31/12/2022,10961.170329670329,34785.12840659993,0,206943
Asia,01/01/2023 - 07/01/2023,11209.335164835165,33738.76854431773,0,216219
Asia,08/01/2023 - 14/01/2023,10754.027472527472,36557.486052062646,0,245542
Asia,15/01/2023 - 21/01/2023,8226.170329670329,28178.417914695765,0,198873
Asia,22/01/2023 - 28/01/2023,5678.791208791209,18796.461374692553,0,126799
Asia,29/01/2023 - 04/02/2023,4331.10989010989,13167.481692848633,0,93801
Asia,05/02/2023 - 11/02/2023,3554.923076923077,9671.820715348855,-13,55537
Asia,12/02/2023 - 18/02/2023,2908.4615384615386,7657.834622184165,0,44755
Asia,19/02/2023 - 25/02/2023,2451.076923076923,5933.193047584622,-17,32070
Asia,26/02/2023 - 04/03/2023,1710.4835164835165,4399.54393885236,0,19410
Asia,05/03/2023 - 11/03/2023,1386.3186813186812,3688.247774179153,0,14792
Asia,12/03/2023 - 18/03/2023,1387.673076923077,3557.554823086794,0,12798
Europe,26/01/2020 - 01/02/2020,0.022058823529411766,0.19117228083225268,0,2
Europe,02/02/2020 - 08/02/2020,0.08403361344537816,0.3914666123311288,0,3
Europe,09/02/2020 - 15/02/2020,0.10084033613445378,0.6009129198719936,0,6
Europe,16/02/2020 - 22/02/2020,0.03361344537815126,0.20263134446424452,0,2
Europe,23/02/2020 - 29/02/2020,0.6848739495798319,6.695097250916832,0,93
Europe,01/03/2020 - 07/03/2020,8.516806722689076,45.84699525297376,-1,566
Europe,08/03/2020 - 14/03/2020,42.00420168067227,155.23376948661155,0,1492
Europe,15/03/2020 - 21/03/2020,182.2016806722689,512.0864095041491,0,3590
Europe,22/03/2020 - 28/03/2020,469.21008403361344,1065.1351521695897,0,6557
Europe,29/03/2020 - 04/04/2020,901.8529411764706,1780.4798787224802,0,9630
Europe,05/04/2020 - 11/04/2020,900.7310924369748,2205.7893013956577,-17105,8195
Europe,12/04/2020 - 18/04/2020,1001.6428571428571,3553.564543488382,-3534,50740
Europe,19/04/2020 - 25/04/2020,830.4117647058823,1873.9504085038898,0,17436
Europe,26/04/2020 - 02/05/2020,527.3319327731092,1284.7718226172246,-10034,5490
Europe,03/05/2020 - 09/05/2020,409.79831932773106,892.292766469733,-1457,5435
Europe,10/05/2020 - 16/05/2020,323.7268907563025,655.1386983884838,0,4129
Europe,17/05/2020 - 23/05/2020,255.1596638655462,545.8340497284174,0,3583
Europe,24/05/2020 - 30/05/2020,209.73949579831933,437.33615303811223,-559,3041
Europe,31/05/2020 - 06/06/2020,185.0924369747899,390.86606189228524,-372,3282
Europe,07/06/2020 - 13/06/2020,155.8781512605042,444.6349446853974,-3250,4271
Europe,14/06/2020 - 20/06/2020,163.31512605042016,275.823640878159,0,1437
Europe,21/06/2020 - 27/06/2020,167.67226890756302,285.39436359543873,-148,1496
Europe,28/06/2020 - 04/07/2020,174.6386554621849,289.5303990975043,-410,1698
Europe,05/07/2020 - 11/07/2020,149.7689075630252,207.04098016576293,0,923
Europe,12/07/2020 - 18/07/2020,162.84873949579833,222.27776133490826,0,1244
Europe,19/07/2020 - 25/07/2020,194.81512605042016,294.98533086281697,0,2045
Europe,26/07/2020 - 01/08/2020,255.07142857142858,469.5467595814006,0,4581
Europe,02/08/2020 - 08/08/2020,312.15966386554624,605.1719493862362,0,6361
Europe,09/08/2020 - 15/08/2020,399.42857142857144,872.6243852089174,0,8532
Europe,16/08/2020 - 22/08/2020,490.0504201680672,1025.6408954367157,-42,8618
Europe,23/08/2020 - 29/08/2020,591.3781512605042,1503.7438005124714,0,16269
Europe,30/08/2020 - 05/09/2020,698.2731092436975,1934.8604887047095,-1348,19382
Europe,06/09/2020 - 12/09/2020,830.2058823529412,2209.2142052528525,0,23572
Europe,13/09/2020 - 19/09/2020,1016.6344537815127,2529.315193253859,0,26560
Europe,20/09/2020 - 26/09/2020,1254.5546218487395,2889.3167229806872,0,27404
Europe,27/09/2020 - 03/10/2020,1484.1470588235295,3294.6363275823132,0,31428
Europe,04/10/2020 - 10/10/2020,1730.1596638655462,3729.525006765293,0,31785
Europe,11/10/2020 - 17/10/2020,2493.075630252101,4360.699738994327,0,26677
Europe,18/10/2020 - 24/10/2020,3518.752100840336,5716.200114447822,0,32100
Europe,25/10/2020 - 31/10/2020,5026.004201680672,7799.434055795304,0,45240
Europe,01/11/2020 - 07/11/2020,6909.810924369748,10712.057961278368,0,72017
Europe,08/11/2020 - 14/11/2020,7623.348739495798,14176.487383703869,-47301,104314
Europe,15/11/2020 - 21/11/2020,6847.83193277311,9863.896435132854,0,52386
Europe,22/11/2020 - 28/11/2020,6272.68487394958,8604.682299429549,0,45210
Europe,29/11/2020 - 05/12/2020,5249.9747899159665,6640.398184596668,0,32733
Europe,06/12/2020 - 12/12/2020,4789.836134453782,5724.583219811321,0,24110
Europe,13/12/2020 - 19/12/2020,4922.22268907563,5900.402322404303,0,29875
Europe,20/12/2020 - 26/12/2020,5389.117647058823,7140.02113563569,0,35928
Europe,27/12/2020 - 02/01/2021,4872.344537815126,7870.578245782636,0,39988
Europe,03/01/2021 - 09/01/2021,5570.40756302521,10254.30276540046,0,57724
Europe,10/01/2021 - 16/01/2021,6636.899159663865,11652.25731007379,0,68053
Europe,17/01/2021 - 23/01/2021,5790.294117647059,10386.050208942075,0,61422
Europe,24/01/2021 - 30/01/2021,5334.163865546218,10201.218896437565,0,84287
Europe,31/01/2021 - 06/02/2021,4783.8865546218485,9399.091535222844,0,93822
Europe,07/02/2021 - 13/02/2021,4153.579831932773,8115.432828871737,-458,79686
Europe,14/02/2021 - 20/02/2021,3423.516806722689,5512.628649792948,-1,47095
Europe,21/02/2021 - 27/02/2021,3444.5798319327732,5045.58669334874,0,30251
